PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;SOORT DIPLOMA;GESLACHT;2017;2018;2019;2020;2021
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;hbo bachelor;vrouw;63;68;79;92;70
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34570;B Opleiding tot Fysiotherapeut;deeltijd onderwijs;hbo bachelor;man;<5;<5;0;0;0
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34570;B Opleiding tot Fysiotherapeut;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;0;0;0
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34570;B Opleiding tot Fysiotherapeut;voltijd onderwijs;hbo bachelor;man;48;39;42;54;39
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34570;B Opleiding tot Fysiotherapeut;voltijd onderwijs;hbo bachelor;vrouw;44;62;60;57;49
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);80011;Ad Management in de Zorg;deeltijd onderwijs;hbo associate degree;man;7;6;6;5;<5
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);80011;Ad Management in de Zorg;deeltijd onderwijs;hbo associate degree;vrouw;18;13;27;23;37
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;man;<5;<5;<5;5;<5
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;vrouw;5;6;13;15;13
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;6;14;11;13;11
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;85;83;73;69;64
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;taal en cultuur;opleidingen op het gebied van de kunst;39110;B Autonome Beeldende Kunst;voltijd onderwijs;hbo bachelor;man;8;5;9;10;10
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;taal en cultuur;opleidingen op het gebied van de kunst;39110;B Autonome Beeldende Kunst;voltijd onderwijs;hbo bachelor;vrouw;19;11;14;19;12
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;hbo bachelor;man;41;33;33;25;30
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;hbo bachelor;vrouw;78;80;89;73;64
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);30026;B Mechatronica;deeltijd onderwijs;hbo bachelor;man;0;0;0;<5;21
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);30026;B Mechatronica;voltijd onderwijs;hbo bachelor;man;27;26;37;50;38
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);30026;B Mechatronica;voltijd onderwijs;hbo bachelor;vrouw;0;0;0;<5;<5
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);30039;B Mens en Techniek;voltijd onderwijs;hbo bachelor;man;17;19;24;23;19
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);30039;B Mens en Techniek;voltijd onderwijs;hbo bachelor;vrouw;14;26;24;14;18
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34092;B Communication and Multimedia Design;voltijd onderwijs;hbo bachelor;man;48;49;46;59;53
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34092;B Communication and Multimedia Design;voltijd onderwijs;hbo bachelor;vrouw;43;32;22;67;51
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;deeltijd onderwijs;hbo bachelor;man;10;11;13;14;14
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;deeltijd onderwijs;hbo bachelor;vrouw;0;<5;0;0;0
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;duaal onderwijs;hbo bachelor;man;19;18;23;14;13
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;duaal onderwijs;hbo bachelor;vrouw;0;0;0;<5;0
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;hbo bachelor;man;14;17;20;17;21
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;hbo bachelor;vrouw;0;0;0;<5;<5
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34275;B Chemische Technologie;duaal onderwijs;hbo bachelor;man;<5;0;0;0;0
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34275;B Chemische Technologie;voltijd onderwijs;hbo bachelor;man;28;31;31;19;25
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34275;B Chemische Technologie;voltijd onderwijs;hbo bachelor;vrouw;<5;5;11;7;5
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;deeltijd onderwijs;hbo bachelor;man;15;11;11;12;11
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;duaal onderwijs;hbo bachelor;man;12;12;12;6;<5
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;duaal onderwijs;hbo bachelor;vrouw;0;0;<5;0;0
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;hbo bachelor;man;50;50;57;54;61
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;hbo bachelor;vrouw;<5;<5;0;0;<5
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34284;B Milieukunde;voltijd onderwijs;hbo bachelor;man;18;25;19;16;20
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34284;B Milieukunde;voltijd onderwijs;hbo bachelor;vrouw;16;17;20;19;14
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34396;B Chemie;voltijd onderwijs;hbo bachelor;man;25;35;28;34;39
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34396;B Chemie;voltijd onderwijs;hbo bachelor;vrouw;19;21;33;38;27
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34397;B Biologie en Medisch Laboratoriumonderzoek;voltijd onderwijs;hbo bachelor;man;30;33;42;31;35
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34397;B Biologie en Medisch Laboratoriumonderzoek;voltijd onderwijs;hbo bachelor;vrouw;72;76;53;85;85
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;hbo bachelor;man;10;9;6;16;8
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;0;<5
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34475;B Technische Informatica;voltijd onderwijs;hbo bachelor;man;32;26;21;29;27
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34475;B Technische Informatica;voltijd onderwijs;hbo bachelor;vrouw;0;0;<5;<5;<5
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34479;B Informatica;deeltijd onderwijs;hbo bachelor;man;6;9;12;25;19
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34479;B Informatica;deeltijd onderwijs;hbo bachelor;vrouw;0;<5;0;<5;0
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34479;B Informatica;voltijd onderwijs;hbo bachelor;man;37;41;45;44;41
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);34479;B Informatica;voltijd onderwijs;hbo bachelor;vrouw;<5;0;<5;<5;<5
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);80075;Ad Informatica;deeltijd onderwijs;hbo associate degree;man;0;0;<5;13;18
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);80075;Ad Informatica;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;<5;<5
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);80091;Ad Engineering;deeltijd onderwijs;hbo associate degree;man;0;0;0;0;26
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);80158;Ad Mechatronica;deeltijd onderwijs;hbo associate degree;man;0;0;<5;12;10
Noord-Brabant;0758;Breda;reguliere inst.;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);80158;Ad Mechatronica;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;<5;0
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);34411;B Hotel Management;voltijd onderwijs;hbo bachelor;man;40;34;41;36;28
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);34411;B Hotel Management;voltijd onderwijs;hbo bachelor;vrouw;94;83;110;119;85
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);34500;B Facility Management;voltijd onderwijs;hbo bachelor;man;22;22;26;21;24
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);34500;B Facility Management;voltijd onderwijs;hbo bachelor;vrouw;48;48;52;33;45
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);35516;B Creative Business;voltijd onderwijs;hbo bachelor;man;46;55;64;42;43
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);35516;B Creative Business;voltijd onderwijs;hbo bachelor;vrouw;63;97;103;72;85
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);35521;B Leisure & Events Management;voltijd onderwijs;hbo bachelor;man;58;51;79;129;58
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);35521;B Leisure & Events Management;voltijd onderwijs;hbo bachelor;vrouw;139;184;215;244;151
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);35522;B Logistics Management;voltijd onderwijs;hbo bachelor;man;47;47;49;56;32
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);35522;B Logistics Management;voltijd onderwijs;hbo bachelor;vrouw;20;18;26;16;20
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;man;73;51;54;55;43
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;vrouw;302;264;257;210;181
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);45287;M Strategic Events Management;deeltijd onderwijs;hbo master;man;0;0;0;0;<5
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);45287;M Strategic Events Management;deeltijd onderwijs;hbo master;vrouw;0;0;0;0;10
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);49121;M Professional Master in Media Innovation;deeltijd onderwijs;hbo master;man;0;<5;0;<5;0
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);49121;M Professional Master in Media Innovation;deeltijd onderwijs;hbo master;vrouw;0;<5;0;0;0
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);49121;M Professional Master in Media Innovation;voltijd onderwijs;hbo master;man;14;<5;11;9;7
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);49121;M Professional Master in Media Innovation;voltijd onderwijs;hbo master;vrouw;16;9;20;18;23
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);49287;M Tourism Destination Management;voltijd onderwijs;hbo master;man;0;8;10;8;8
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);49287;M Tourism Destination Management;voltijd onderwijs;hbo master;vrouw;<5;41;28;31;20
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);49307;M International Supply Chain Management;voltijd onderwijs;hbo master;man;0;0;0;0;15
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);49307;M International Supply Chain Management;voltijd onderwijs;hbo master;vrouw;0;0;0;0;8
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);80009;Ad Tourism Management;voltijd onderwijs;hbo associate degree;man;14;7;17;12;8
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);80009;Ad Tourism Management;voltijd onderwijs;hbo associate degree;vrouw;38;49;56;65;48
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;techniek;n.v.t. (techniek);30036;B Creative Media and Game Technologies;voltijd onderwijs;hbo bachelor;man;138;122;136;97;91
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;techniek;n.v.t. (techniek);30036;B Creative Media and Game Technologies;voltijd onderwijs;hbo bachelor;vrouw;32;33;22;32;27
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;techniek;n.v.t. (techniek);34390;B Logistics Engineering;voltijd onderwijs;hbo bachelor;man;43;45;34;41;36
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;techniek;n.v.t. (techniek);34390;B Logistics Engineering;voltijd onderwijs;hbo bachelor;vrouw;12;16;10;10;10
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;techniek;n.v.t. (techniek);39280;B Built Environment;voltijd onderwijs;hbo bachelor;man;63;59;56;67;56
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;techniek;n.v.t. (techniek);39280;B Built Environment;voltijd onderwijs;hbo bachelor;vrouw;11;18;28;20;32
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;techniek;n.v.t. (techniek);49120;M Game Technology;voltijd onderwijs;hbo master;man;5;5;6;13;19
Noord-Brabant;0758;Breda;reguliere inst.;21UI;Breda University of Applied Sciences;techniek;n.v.t. (techniek);49120;M Game Technology;voltijd onderwijs;hbo master;vrouw;0;<5;<5;<5;<5
Noord-Brabant;0772;Eindhoven;reguliere inst.;02NT;Design Academy Eindhoven;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;hbo bachelor;man;55;39;50;31;50
Noord-Brabant;0772;Eindhoven;reguliere inst.;02NT;Design Academy Eindhoven;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;hbo bachelor;vrouw;80;83;59;60;74
Noord-Brabant;0772;Eindhoven;reguliere inst.;02NT;Design Academy Eindhoven;taal en cultuur;voortgezette kunstopleidingen;49114;M Master of Arts in Fine Art and Design;voltijd onderwijs;hbo master;man;14;24;25;23;36
Noord-Brabant;0772;Eindhoven;reguliere inst.;02NT;Design Academy Eindhoven;taal en cultuur;voortgezette kunstopleidingen;49114;M Master of Arts in Fine Art and Design;voltijd onderwijs;hbo master;vrouw;39;38;47;49;61
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;hbo bachelor;man;34;47;59;57;42
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;hbo bachelor;vrouw;35;35;42;47;45
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;hbo bachelor;man;0;<5;<5;9;7
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;<5;5
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;hbo bachelor;man;71;64;54;49;56
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;hbo bachelor;vrouw;35;31;36;29;20
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34402;B Commerciele Economie;deeltijd onderwijs;hbo bachelor;man;9;8;7;<5;<5
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34402;B Commerciele Economie;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;<5;0
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;hbo bachelor;man;77;63;65;90;70
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;hbo bachelor;vrouw;31;38;25;38;27
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34405;B Communicatie;deeltijd onderwijs;hbo bachelor;man;<5;<5;<5;<5;<5
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34405;B Communicatie;deeltijd onderwijs;hbo bachelor;vrouw;6;5;11;0;<5
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;man;39;32;28;26;17
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;vrouw;96;74;101;93;106
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34406;B Accountancy;deeltijd onderwijs;hbo bachelor;man;<5;<5;<5;8;<5
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34406;B Accountancy;deeltijd onderwijs;hbo bachelor;vrouw;6;7;<5;6;<5
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;hbo bachelor;man;30;24;18;36;14
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;hbo bachelor;vrouw;17;21;15;16;14
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;man;23;26;29;42;24
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;vrouw;72;67;82;87;84
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);35517;B Finance, Tax and Advice;deeltijd onderwijs;hbo bachelor;man;12;11;8;6;<5
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);35517;B Finance, Tax and Advice;deeltijd onderwijs;hbo bachelor;vrouw;12;14;8;5;<5
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);35517;B Finance, Tax and Advice;voltijd onderwijs;hbo bachelor;man;56;56;54;53;38
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);35517;B Finance, Tax and Advice;voltijd onderwijs;hbo bachelor;vrouw;45;40;53;50;29
Noord-Brabant;0772;Eindhoven;reguliere inst.;30GB;Fontys Hogescholen;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;hbo bachelor;man;<5;5;<5;<5;<5
