PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;SOORT DIPLOMA;GESLACHT;2017;2018;2019;2020;2021
Utrecht;0344;Utrecht;reguliere inst.;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);39280;B Built Environment;duaal onderwijs;hbo bachelor;vrouw;<5;<5;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);39280;B Built Environment;voltijd onderwijs;hbo bachelor;man;110;69;80;61;48
Utrecht;0344;Utrecht;reguliere inst.;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);39280;B Built Environment;voltijd onderwijs;hbo bachelor;vrouw;17;10;26;29;26
Utrecht;0344;Utrecht;reguliere inst.;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);49144;M Next Level Engineering;voltijd onderwijs;hbo master;man;0;0;10;13;11
Utrecht;0344;Utrecht;reguliere inst.;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);49144;M Next Level Engineering;voltijd onderwijs;hbo master;vrouw;0;0;<5;<5;<5
Utrecht;0344;Utrecht;reguliere inst.;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);49503;M Master of Urban and Area Development (joint degree);deeltijd onderwijs;hbo master;man;<5;9;6;8;8
Utrecht;0344;Utrecht;reguliere inst.;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);49503;M Master of Urban and Area Development (joint degree);deeltijd onderwijs;hbo master;vrouw;0;5;5;<5;6
Utrecht;0344;Utrecht;reguliere inst.;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);80005;Ad Chemische Technologie;duaal onderwijs;hbo associate degree;man;5;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;30GB;Fontys Hogescholen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;deeltijd onderwijs;hbo bachelor;man;0;0;<5;<5;<5
Utrecht;0344;Utrecht;reguliere inst.;30GB;Fontys Hogescholen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;deeltijd onderwijs;hbo bachelor;vrouw;0;<5;<5;0;5
Utrecht;0344;Utrecht;reguliere inst.;30GB;Fontys Hogescholen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;voltijd onderwijs;hbo bachelor;man;<5;<5;0;<5;<5
Utrecht;0344;Utrecht;reguliere inst.;30GB;Fontys Hogescholen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;voltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;0;<5
Utrecht;0344;Utrecht;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;deeltijd onderwijs;hbo master;man;<5;<5;<5;<5;0
Utrecht;0344;Utrecht;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;deeltijd onderwijs;hbo master;vrouw;37;34;24;20;15
Utrecht;0344;Utrecht;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;voltijd onderwijs;hbo master;man;0;<5;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;voltijd onderwijs;hbo master;vrouw;<5;<5;<5;<5;0
Utrecht;0344;Utrecht;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;deeltijd onderwijs;hbo bachelor;man;<5;<5;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;<5;<5
Utrecht;0344;Utrecht;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;voltijd onderwijs;hbo bachelor;man;0;0;<5;<5;<5
Utrecht;0344;Utrecht;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;voltijd onderwijs;hbo bachelor;vrouw;0;0;<5;<5;<5
Utrecht;0344;Utrecht;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45274;M Leraar Godsdienst;deeltijd onderwijs;hbo master;man;<5;<5;<5;<5;<5
Utrecht;0344;Utrecht;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45274;M Leraar Godsdienst;deeltijd onderwijs;hbo master;vrouw;<5;0;<5;0;<5
Zeeland;0687;Middelburg;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;hbo bachelor;man;21;22;14;30;23
Zeeland;0687;Middelburg;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;5;<5
Zeeland;0687;Middelburg;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34074;B Watermanagement;voltijd onderwijs;hbo bachelor;man;31;34;27;38;29
Zeeland;0687;Middelburg;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34074;B Watermanagement;voltijd onderwijs;hbo bachelor;vrouw;10;16;16;11;11
Zeeland;0687;Middelburg;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34263;B Bouwkunde;voltijd onderwijs;hbo bachelor;man;14;21;14;16;16
Zeeland;0687;Middelburg;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34263;B Bouwkunde;voltijd onderwijs;hbo bachelor;vrouw;<5;5;<5;7;<5
Zeeland;0687;Middelburg;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34279;B Civiele Techniek;voltijd onderwijs;hbo bachelor;man;28;21;34;28;30
Zeeland;0687;Middelburg;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34279;B Civiele Techniek;voltijd onderwijs;hbo bachelor;vrouw;7;<5;<5;<5;<5
Zeeland;0687;Middelburg;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;hbo bachelor;man;0;0;0;10;12
Zeeland;0687;Middelburg;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;hbo bachelor;vrouw;0;0;0;<5;<5
Zeeland;0687;Middelburg;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);49504;M River Delta Development (joint degree);voltijd onderwijs;hbo master;man;0;0;0;12;7
Zeeland;0687;Middelburg;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);49504;M River Delta Development (joint degree);voltijd onderwijs;hbo master;vrouw;0;0;0;<5;<5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;hbo bachelor;man;27;22;21;24;17
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;hbo bachelor;vrouw;37;37;38;28;28
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;hbo bachelor;man;<5;0;0;<5;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;hbo bachelor;vrouw;0;0;0;<5;6
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;hbo bachelor;man;20;18;15;19;18
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;hbo bachelor;vrouw;15;13;19;15;6
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;hbo bachelor;man;21;22;21;24;17
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;hbo bachelor;vrouw;11;8;11;6;6
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;man;11;7;5;<5;<5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;vrouw;17;21;15;9;14
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;man;6;5;<5;6;<5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;vrouw;8;21;13;21;8
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;man;29;25;18;20;24
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;vrouw;14;16;9;9;6
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;man;<5;<5;<5;<5;7
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;vrouw;21;22;26;15;21
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);80009;Ad Tourism Management;voltijd onderwijs;hbo associate degree;vrouw;5;<5;5;<5;<5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);80074;Ad Bedrijfskunde;deeltijd onderwijs;hbo associate degree;man;0;<5;0;<5;<5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);80074;Ad Bedrijfskunde;deeltijd onderwijs;hbo associate degree;vrouw;0;<5;<5;<5;<5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34040;B Sportkunde;voltijd onderwijs;hbo bachelor;man;20;26;16;15;9
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34040;B Sportkunde;voltijd onderwijs;hbo bachelor;vrouw;12;7;8;14;<5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;hbo bachelor;man;<5;0;<5;<5;<5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;hbo bachelor;vrouw;12;15;19;16;11
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;hbo bachelor;man;0;<5;<5;0;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;hbo bachelor;vrouw;0;<5;<5;<5;<5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;hbo bachelor;man;6;8;13;11;14
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;hbo bachelor;vrouw;55;53;57;43;51
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;hbo bachelor;vrouw;0;0;0;0;<5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;voltijd onderwijs;hbo bachelor;man;<5;<5;<5;0;<5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;voltijd onderwijs;hbo bachelor;vrouw;39;47;32;41;36
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80142;Ad Pedagogisch Educatief Professional;deeltijd onderwijs;hbo associate degree;man;0;0;<5;<5;<5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80142;Ad Pedagogisch Educatief Professional;deeltijd onderwijs;hbo associate degree;vrouw;0;0;21;26;20
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;deeltijd onderwijs;hbo bachelor;vrouw;0;0;<5;28;27
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;hbo bachelor;man;0;0;<5;<5;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;hbo bachelor;vrouw;0;0;5;14;23
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;hbo bachelor;man;13;18;7;5;8
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;hbo bachelor;vrouw;115;105;113;80;65
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;8;16;11;11;15
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;65;58;44;42;35
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);30107;B Engineering;duaal onderwijs;hbo bachelor;man;6;<5;<5;<5;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);30107;B Engineering;voltijd onderwijs;hbo bachelor;man;40;68;40;51;45
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);30107;B Engineering;voltijd onderwijs;hbo bachelor;vrouw;9;21;11;5;5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34384;B Maritiem Officier;voltijd onderwijs;hbo bachelor;man;44;52;42;50;31
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34384;B Maritiem Officier;voltijd onderwijs;hbo bachelor;vrouw;5;<5;0;<5;<5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34390;B Logistics Engineering;voltijd onderwijs;hbo bachelor;man;30;40;31;21;25
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34390;B Logistics Engineering;voltijd onderwijs;hbo bachelor;vrouw;6;7;5;10;5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34396;B Chemie;voltijd onderwijs;hbo bachelor;man;18;10;12;11;10
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34396;B Chemie;voltijd onderwijs;hbo bachelor;vrouw;12;15;13;7;22
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;deeltijd onderwijs;hbo bachelor;man;0;0;0;<5;<5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;deeltijd onderwijs;hbo bachelor;vrouw;0;0;0;0;<5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);80020;Ad Technische Bedrijfskunde;deeltijd onderwijs;hbo associate degree;man;0;0;<5;<5;<5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);80020;Ad Technische Bedrijfskunde;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;<5;<5
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30022;B Food Commerce & Technology;voltijd onderwijs;hbo bachelor;man;7;10;<5;8;6
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30022;B Food Commerce & Technology;voltijd onderwijs;hbo bachelor;vrouw;8;17;37;28;16
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30024;B Tuinbouw & Agribusiness;voltijd onderwijs;hbo bachelor;man;13;16;19;15;16
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30024;B Tuinbouw & Agribusiness;voltijd onderwijs;hbo bachelor;vrouw;17;16;21;16;5
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30028;B Landscape and Environment Management;voltijd onderwijs;hbo bachelor;man;10;12;18;13;14
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30028;B Landscape and Environment Management;voltijd onderwijs;hbo bachelor;vrouw;5;8;<5;6;12
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34869;B Dier- en Veehouderij;voltijd onderwijs;hbo bachelor;man;<5;<5;0;<5;0
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34869;B Dier- en Veehouderij;voltijd onderwijs;hbo bachelor;vrouw;18;19;9;13;15
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80129;Ad Tuinbouwmanagement;voltijd onderwijs;hbo associate degree;man;0;5;<5;<5;<5
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80129;Ad Tuinbouwmanagement;voltijd onderwijs;hbo associate degree;vrouw;0;<5;<5;<5;<5
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34278;B Luchtvaarttechnologie;voltijd onderwijs;hbo bachelor;man;64;70;59;87;51
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34278;B Luchtvaarttechnologie;voltijd onderwijs;hbo bachelor;vrouw;8;<5;14;10;10
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;hbo bachelor;man;14;35;28;24;18
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;hbo bachelor;vrouw;<5;<5;0;<5;0
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30026;B Mechatronica;voltijd onderwijs;hbo bachelor;man;39;28;25;33;48
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30026;B Mechatronica;voltijd onderwijs;hbo bachelor;vrouw;0;0;<5;<5;5
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;duaal onderwijs;hbo bachelor;man;<5;8;7;12;11
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;duaal onderwijs;hbo bachelor;vrouw;<5;<5;0;<5;0
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;hbo bachelor;man;24;32;42;20;26
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;<5;<5
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34268;B Technische Natuurkunde;voltijd onderwijs;hbo bachelor;man;38;42;30;38;36
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34268;B Technische Natuurkunde;voltijd onderwijs;hbo bachelor;vrouw;<5;6;12;7;6
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;duaal onderwijs;hbo bachelor;man;25;12;14;17;18
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;duaal onderwijs;hbo bachelor;vrouw;<5;<5;<5;0;<5
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;hbo bachelor;man;110;133;105;111;98
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;hbo bachelor;vrouw;<5;10;5;11;9
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;hbo bachelor;man;27;39;30;43;38
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;hbo bachelor;vrouw;10;8;14;20;8
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;hbo bachelor;man;12;11;12;16;17
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;hbo bachelor;vrouw;10;19;17;17;18
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);80039;Ad Projectleider Techniek;duaal onderwijs;hbo associate degree;man;12;<5;0;0;0
Zuid-Holland;0505;Dordrecht;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80120;Ad Sociaal Werk in de Zorg;duaal onderwijs;hbo associate degree;man;<5;<5;<5;11;<5
Zuid-Holland;0505;Dordrecht;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80120;Ad Sociaal Werk in de Zorg;duaal onderwijs;hbo associate degree;vrouw;11;0;10;21;29
Zuid-Holland;0505;Dordrecht;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;man;5;<5;5;<5;<5
Zuid-Holland;0505;Dordrecht;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;vrouw;18;25;29;24;10
Zuid-Holland;0505;Dordrecht;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;hbo bachelor;vrouw;0;0;<5;<5;10
Zuid-Holland;0505;Dordrecht;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;5;5;6;5;5
Zuid-Holland;0505;Dordrecht;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;31;28;20;14;17
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;hbo bachelor;man;0;0;0;<5;0
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;hbo bachelor;vrouw;9;15;14;8;9
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80142;Ad Pedagogisch Educatief Professional;deeltijd onderwijs;hbo associate degree;man;0;0;0;<5;<5
